id,canal,categoria,produto,sentimento,urgencia,resumo,nivel_risco,necessita_escalacao_imediata,bloqueado_seguranca,motivo_bloqueio
REC-2026-00336,Redes Sociais,Cobrança Indevida,Seguros,Crítico,Crítica,"Cliente relata discrepância entre valor simulado (R$ 59,90) e cobrado (R$ 89,90) em seguro de vida contratado há 2 meses. Após três tentativas de contato via chat do app sem resposta efetiva, cliente ameaça escalação para Reclame Aqui e busca de direitos legais.",Crítico,True,False,
REC-2026-00640,SAC,Cobrança Indevida,Cartão de Crédito,Crítico,Crítica,"Cobrança não reconhecida de R$ 1.247,00 em cartão de crédito (loja de eletrônicos). Cliente relata três tentativas de contestação sem resolução e já escalou para Banco Central com ameaça de ação judicial. Requer acionamento imediato de equipe de fraude e compliance.",Crítico,True,False,
REC-2026-00150,Banco Central,Fraude/Segurança,Não Identificado,Crítico,Crítica,Tentativa de engenharia social para extração de instruções de sistema e guardrails através de solicitação de acesso a informações de configuração técnica. Padrão clássico de ataque de prompt injection. Requer acionamento imediato de Prevenção a Fraudes e Compliance.,Crítico,True,False,
REC-2026-00595,Ouvidoria,Atendimento,Empréstimo,Crítico,Alta,"Cliente contratou empréstimo e identificou discrepância entre valor das parcelas simuladas e contratadas. Reclamação sobre qualidade do atendimento: múltiplas transferências, esperas prolongadas (acumulado de 77 minutos) e desconexão de chamada, com problema não resolvido após tentativas repetidas.",Alto,True,False,
REC-2026-00392,SAC,Produto/Serviço,Empréstimo,Crítico,Alta,"Cliente relata alteração não explicada na taxa de juros de empréstimo pessoal contratado há seis meses. Após múltiplas tentativas de contato (telefone, e-mail, agência), recebeu respostas inconsistentes dos atendentes. Cliente expõe insatisfação severa com o atendimento e ameaça recorrer a meios legais.",Alto,True,False,
REC-2026-00194,Ouvidoria,Cobrança Indevida,Conta Corrente,Negativo,Média,"Cliente relata cobrança indevida de tarifas de manutenção (R$ 97,50 em três meses) em conta corrente, referentes a pacote não contratado. Solicita estorno integral e esclarecimento sobre alteração unilateral do pacote de serviços.",Médio,False,False,
REC-2026-00179,Ouvidoria,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,"Cliente relata transação não autorizada de R$ 4.730,00 em cartão de crédito com tentativa adicional de R$ 2.100,00. Menção a acionamento de Procon e Banco Central, evidência de vulnerabilidade emocional e risco de comprometimento de dados. Requer ação imediata para investigação de fraude e estorno.",Crítico,True,False,
REC-2026-00180,Ouvidoria,Atendimento,Não Identificado,Crítico,Crítica,"Cliente relata frustração extrema com atendimento deficiente: mais de 40 dias sem resolução, múltiplos protocolos repetitivos e falta de encaminhamento efetivo. Apresenta vulnerabilidade emocional (esgotamento) e menção a escalação para Banco Central e órgãos externos, configurando violação regulatória potencial.",Crítico,True,False,
REC-2026-00503,Ouvidoria,Cancelamento,Conta Corrente,Crítico,Crítica,"Cliente solicita cancelamento de conta desde outubro, com múltiplas tentativas via agência e telefone sem resolução. Continua recebendo cobranças indevidas em conta não utilizada. Registrou reclamação formal no Banco Central e Procon, ameaçando envolver mídia se problema não for resolvido em dez dias.",Crítico,True,False,
REC-2026-00489,Redes Sociais,Produto/Serviço,Seguros,Negativo,Média,"Cliente relata dificuldade na atualização de dados do veículo no seguro auto há 3 meses. Documentos enviados via app geram erro, e encaminhamento feito em agência não foi resolvido. Cliente continua pagando seguro de veículo não mais possuído e solicita resolução da atualização cadastral.",Médio,False,False,
REC-2026-00216,SAC,Cobrança Indevida,Empréstimo,Crítico,Alta,"Cliente relata cobrança de parcelas acima do valor contratado em empréstimo, com variações mensais alegadas como encargos por atraso apesar do pagamento estar configurado em débito automático. Cliente solicita correção e reembolso dos valores excedentes e menciona escalação para plataforma de reclamações.",Alto,True,False,
REC-2026-00155,SAC,Produto/Serviço,Seguros,Negativo,Alta,Cliente relata atraso de aproximadamente 2 meses na entrega da apólice de seguro residencial contratada em janeiro. Solicitações via chat do aplicativo foram feitas por 3 vezes sem resolução. Necessita do documento urgentemente para reforma imobiliária conforme exigência da construtora. Cliente também solicita esclarecimento sobre cobertura de danos elétricos.,Alto,True,False,
REC-2026-00313,Banco Central,Atendimento,Não Identificado,Crítico,Alta,"Cliente relata falhas recorrentes e graves em atendimento: múltiplas transferências entre setores sem resolução, tempo excessivo em espera (47 minutos) com desconexão, e assistente automatizado ineficaz. Insatisfação extrema com tom irônico indica deterioração severa da experiência.",Crítico,True,False,
REC-2026-00242,Banco Central,Cobrança Indevida,Seguros,Crítico,Crítica,"Cliente relata cobrança continuada em seguro residencial três meses após cancelamento, totalizando aproximadamente R$ 270. Múltiplas tentativas de resolução sem sucesso (telefone, e-mail, agência) e ameaça de escalação regulatória.",Crítico,True,False,
REC-2026-00579,Ouvidoria,Fraude/Segurança,Seguros,Crítico,Crítica,"Cliente relata cobrança de seguro de vida não autorizado em sua conta, com indicativos de acesso não autorizado. Solicita estorno e investigação sobre quem acessou a conta. Atendimento anterior não resolveu a demanda adequadamente.",Crítico,True,False,
REC-2026-00219,Ouvidoria,Fraude/Segurança,Não Identificado,Crítico,Crítica,"Cliente reporta três transferências Pix não autorizadas totalizando R$ 4.780,00 realizadas sem compartilhamento de dados ou comprometimento do dispositivo. Já acionou delegacia e Banco Central. Vulnerabilidade financeira extrema (dinheiro é sua única reserva) e emocional (pânico, insônia).",Crítico,True,False,
REC-2026-00633,Ouvidoria,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,"Cliente relata três transações não autorizadas no cartão (valores: 89, 230 e 47,50 reais) em locais desconhecidos, suspeita de clonagem. Dificuldades de atendimento via telefone e chat. Cliente em vulnerabilidade financeira, sem condição de arcar com despesas não realizadas.",Crítico,True,False,
REC-2026-00167,SAC,Fraude/Segurança,Conta Corrente,Crítico,Crítica,"Conta bloqueada há duas semanas sem comunicação prévia ao cliente, impedindo acesso a recursos financeiros. Cliente com vulnerabilidade financeira extrema, já escalou para Procon e Banco Central, e ameaça divulgação na imprensa. Requer ação imediata e atendimento sensível.",Crítico,True,False,
REC-2026-00159,Banco Central,Atendimento,Empréstimo,Crítico,Crítica,"Cliente relata múltiplas tentativas de contato com respostas inconsistentes sobre empréstimo. Apresenta vulnerabilidade emocional extrema com ameaças explícitas de violência contra a instituição e colaboradores, caracterizando risco iminente à segurança.",Crítico,True,False,
REC-2026-00386,Ouvidoria,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,"Cliente relata transação não reconhecida de R$ 2.300,00 em compra online suspeita. Cartão estava protegido e dados não compartilhados. Contestação iniciada, mas análise pode demorar 30 dias com valor retido na fatura. Situação caracteriza possível fraude com impacto financeiro imediato ao cliente.",Crítico,True,False,
REC-2026-00190,Redes Sociais,Produto/Serviço,Seguros,Crítico,Crítica,"Cliente contratou seguro de vida com expectativa de cobertura ampla, mas apólice contém exclusões não esclarecidas que não cobriram internação hospitalar da mãe (despesa de R$ 12.000,00). Solicita reembolso integral e ameaça escalar para Procon e redes sociais, mencionando propaganda enganosa.",Crítico,True,False,
REC-2026-00152,Redes Sociais,Atendimento,Não Identificado,Crítico,Crítica,"Cliente relata experiência frustrante com atendimento: transferências múltiplas entre setores, repetição desnecessária de informações pessoais, espera prolongada (40 minutos) e queda de ligação sem retorno ou acompanhamento. Reclamação publicada em rede social com tom crítico (sarcasmo). Requer resposta imediata em canal público e migração para atendimento privado conforme política.",Alto,True,False,
REC-2026-00528,SAC,Cobrança Indevida,Cartão de Crédito,Negativo,Média,"Cobrança de anuidade de R$ 450,00 em fatura de fevereiro, contrariando contrato que previa isenção nos primeiros 24 meses. Cliente possui comprovante em e-mail e solicita revisão e estorno.",Médio,False,False,
REC-2026-00570,Ouvidoria,Produto/Serviço,Investimentos,Crítico,Alta,Cliente relata não ter sido informado sobre carência de 360 dias e taxa de saída de 3% em fundo de investimento. Questiona orientação do gerente sobre rendimento mínimo prometido e solicita resgate sem taxa. Ameaça acionamento formal e reclamação regulatória por informação enganosa.,Crítico,True,False,
REC-2026-00541,Ouvidoria,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,"Cliente relata cartão clonado com transações não reconhecidas totalizando R$ 2.000+. Apresenta vulnerabilidade emocional extrema (desespero, choro), risco financeiro imediato (incapacidade de pagamento e negativação) e insatisfação com prazo de 30 dias oferecido. Requer acionamento de protocolo sensível e investigação acelerada de fraude.",Crítico,True,False,
REC-2026-00275,Redes Sociais,Atendimento,Conta Corrente,Crítico,Crítica,"Cliente relata bloqueio injustificado de conta corrente há 3 dias, impedindo operações essenciais. Atendimento circular (agência/0800) sem resolução. Ameaça de escalação para Banco Central e órgãos reguladores.",Crítico,True,False,
REC-2026-00525,Redes Sociais,Atendimento,Não Identificado,Negativo,Média,Cliente não conseguiu contato com suporte no sábado via chat automático sem acesso a atendente humano. Relata dúvida sobre movimentação em conta e solicita esclarecimento. Sugere melhoria de atendimento nos finais de semana.,Baixo,False,False,
REC-2026-00492,SAC,Cobrança Indevida,Empréstimo,Crítico,Crítica,"Cliente alega cobrança indevida de multa por atraso em parcela de empréstimo já paga, no valor de R$ 187,42. Após duas tentativas de resolução com central de atendimento há 15 dias sem sucesso, cliente ameaça escalação ao Banco Central.",Crítico,True,False,
REC-2026-00281,SAC,Produto/Serviço,Conta Corrente,Crítico,Crítica,"Conta corrente bloqueada há 12 dias impedindo acesso aos recursos. Cliente relata múltiplas tentativas de resolução sem sucesso (2 agências, 15 ligações, email, chat). Ameaça escalação para Procon, Banco Central, imprensa e redes sociais.",Crítico,True,False,
REC-2026-00625,Banco Central,Fraude/Segurança,Não Identificado,Crítico,Crítica,"Cliente reporta transação PIX não autorizada no valor de R$ 4.780,00, realizada madrugada com dispositivo desligado. Solicita bloqueio imediato, contestação e estorno, com ameaça de escalar para Banco Central em 48 horas. Evidência clara de fraude exige resposta imediata.",Crítico,True,False,
REC-2026-00143,Redes Sociais,Produto/Serviço,Investimentos,Crítico,Crítica,"Cliente relata discrepância entre rendimentos recebidos em aplicação CDB e taxa contratada (120% do CDI), com valor de R$ 45.000,00. Atendimentos anteriores insatisfatórios via chat. Cliente menciona formalização de reclamação junto ao Banco Central caso não haja resolução em cinco dias úteis.",Crítico,True,False,
REC-2026-00220,SAC,Cobrança Indevida,Cartão de Crédito,Crítico,Crítica,"Cobrança indevida de R$ 320,00 referente a anuidade de cartão de crédito cancelado em novembro. Cliente relata múltiplas tentativas de resolução sem sucesso e ameaça escalação para Procon e plataformas regulatórias. Requer ação imediata.",Crítico,True,False,
REC-2026-00324,Banco Central,Fraude/Segurança,Conta Corrente,Crítico,Crítica,"Cliente relata transferência Pix de R$ 1.200,00 não autorizada de sua conta. Abre contestação, mas recebe resposta de análise em 10 dias úteis. Expõe vulnerabilidade de segurança e frustração com prazos de resolução inadequados para caso de transação não autorizada.",Crítico,True,False,
REC-2026-00518,Ouvidoria,Cobrança Indevida,Conta Corrente,Crítico,Crítica,"Cliente relata cobrança indevida de R$ 178,00 referente a não efetivação de migração de pacote de serviços solicitada há 60 dias. Múltiplas tentativas de resolução foram infrutíferas. Cliente ameaça encaminhar reclamação ao Banco Central se não houver solução em 5 dias úteis.",Crítico,True,False,
REC-2026-00549,Ouvidoria,Produto/Serviço,Cartão de Crédito,Crítico,Alta,Cliente relata recusas recorrentes de transações online no cartão de crédito apesar de limite disponível. Múltiplas tentativas de resolução sem sucesso. Elevada insatisfação com atendimento e ameaça de troca de banco.,Alto,True,False,
REC-2026-00441,Redes Sociais,Fraude/Segurança,Empréstimo,Crítico,Crítica,"Cliente relata contratação não autorizada de empréstimo de alto valor (R$ 28.000,00) em sua conta, com transferência para conta desconhecida. Evidência de acesso fraudulento à conta. Cliente menciona intenção de recorrer ao Procon, Banco Central e imprensa, indicando escalação regulatória iminente.",Crítico,True,False,
REC-2026-00431,Banco Central,Cancelamento,Cartão de Crédito,Crítico,Crítica,"Cliente relata impossibilidade de cancelar cartão de crédito adicional há mais de um mês, apesar de múltiplas solicitações. Reclamação foi registrada no Banco Central com ameaça de escalação para Procon caso cobrança persista na próxima fatura.",Crítico,True,False,
REC-2026-00514,Banco Central,Atendimento,Conta Corrente,Negativo,Crítica,"Cliente relata falhas múltiplas em atendimento para resolução de pendência de atualização cadastral em conta corrente. Desconexões após longa espera, indisponibilidade de sistema e direcionamento inadequado entre canais. Reclamação formalizada no Banco Central. Operações da conta estão bloqueadas aguardando resolução.",Crítico,True,False,
REC-2026-00316,Ouvidoria,Cobrança Indevida,Conta Corrente,Negativo,Média,"Cliente relata cobrança recorrente de seguro residencial (R$ 89,90) não contratado, há dois meses consecutivos. Atendimento anterior foi interrompido durante transferência. Solicitação para investigação e resolução da cobrança indevida.",Alto,False,False,
REC-2026-00164,Ouvidoria,Produto/Serviço,Empréstimo,Crítico,Alta,Cliente relata múltiplas irregularidades no contrato de empréstimo: alteração da taxa após assinatura e discrepância entre valor das parcelas simulado e cobrado. Apresenta dificuldades de atendimento com longas filas de espera. Manifestação de insatisfação extrema com tom irônico.,Crítico,True,False,
REC-2026-00389,Ouvidoria,Cancelamento,Investimentos,Negativo,Média,Cliente solicita cancelamento de conta de investimentos já zerada. Dificuldade em localizar opção de encerramento no app e atendente persistiu em tentar retenção. Cliente relata incômodo com cobrança de taxa de c******a em conta sem saldo ativo.,Médio,False,False,
REC-2026-00353,Ouvidoria,Cobrança Indevida,Não Identificado,Crítico,Alta,"Cliente relata cobrança não autorizada de R$ 89,90 em conta, identificada como tarifa de serviço não contratada. Tentativa de resolução pelo app e SAC sem sucesso. Cliente menciona direitos e possível escalação para órgãos reguladores.",Crítico,True,False,
REC-2026-00391,Ouvidoria,Atendimento,Investimentos,Crítico,Crítica,"Cliente com investimentos em CDB e fundos de renda fixa totalizando R$ 180 mil relata impossibilidade de acesso à plataforma desde 05/03/2026 e ausência de respostas em três chamados. Já protocolou reclamação no Banco Central e Procon, ameaçando ações judiciais e divulgação na mídia se não houver resolução em 72 horas.",Crítico,True,False,
REC-2026-00402,Redes Sociais,Cobrança Indevida,Não Identificado,Negativo,Alta,"Cliente relata cobrança não autorizada de R$ 89,90 referente a taxa de manutenção de pacote premium não contratado. Múltiplas tentativas de resolução (SAC, e-mail, chamado) sem retorno. Solicita estorno urgente.",Alto,False,False,
REC-2026-00519,SAC,Atendimento,Não Identificado,Crítico,Crítica,"Cliente relata falha sistemática de atendimento por 47 dias, com transferências repetidas, respostas automáticas inadequadas e falta de resolução. Já registrou reclamação no Banco Central e ameaça escalação para Procon e mídia em 48 horas. Cliente em estado de vulnerabilidade emocional extrema e risco reputacional elevado.",Crítico,True,False,
REC-2026-00312,SAC,Fraude/Segurança,Conta Corrente,Crítico,Crítica,"Cliente reporta transferência não autorizada de R$ 350,00 via Pix em conta corrente. Suspeita de fraude com impacto financeiro direto. Sentimento crítico diante do prazo de análise oferecido (10 dias úteis).",Crítico,True,False,
REC-2026-00298,Ouvidoria,Atendimento,Empréstimo,Crítico,Alta,"Cliente relata atraso de 11 dias úteis na liberação de empréstimo pessoal aprovado, com respostas contraditórias do SAC. Situação gerou prejuízo financeiro por acúmulo de juros em dívida pendente. Cliente ameaça escalação legal.",Alto,True,False,
REC-2026-00349,SAC,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,"Cliente relata duas transações fraudulentas não autorizadas totalizando R$ 3.237,00 em cartão de crédito. Registrou boletim de ocorrência e protocolo no Banco Central, ameaçando escalação para Procon e redes públicas. Exige estorno imediato dos valores.",Crítico,True,False,
REC-2026-00399,SAC,Cobrança Indevida,Conta Corrente,Crítico,Crítica,"Cliente aposentada relata cobrança mensal indevida de tarifa de pacote de serviços (R$ 49,90) que não contratou, acumulando aproximadamente R$ 250,00 em cinco meses. Apresenta vulnerabilidade financeira e emocional extrema, com histórico de atendimento insatisfatório e dificuldade de acesso a canais de resolução. Requer intervenção imediata e atendimento sensível.",Crítico,True,False,
REC-2026-00432,Banco Central,Atendimento,Cartão de Crédito,Negativo,Média,Cliente solicita há 3 meses aumento de limite no cartão de crédito sem retorno definido. Relata múltiplos contatos ao SAC com informações inconsistentes entre atendentes. Cliente em risco de migração para concorrência.,Crítico,True,False,
REC-2026-00440,Ouvidoria,Atendimento,Cartão de Crédito,Crítico,Média,"Cliente relata experiência negativa no atendimento telefônico do cartão de crédito, com transferências múltiplas (4 vezes) para resolver dúvida simples sobre data de vencimento de fatura, totalizando 35 minutos de espera. Crítica severa quanto à eficiência operacional e qualidade do treinamento da equipe.",Médio,False,False,
REC-2026-00445,Ouvidoria,Fraude/Segurança,Conta Corrente,Crítico,Crítica,"Cliente relata movimentações não autorizadas em sua conta (duas transferências TED totalizando R$ 5.600,00) em data específica. Solicita bloqueio imediato e contestação formal. Ameaça escalar para Banco Central e via judicial caso não haja resolução em cinco dias úteis.",Crítico,True,False,
REC-2026-00158,Ouvidoria,Fraude/Segurança,Conta Corrente,Crítico,Crítica,"Cliente relata três transferências PIX não autorizadas realizadas durante a madrugada (R$ 800, R$ 1.200 e R$ 500), totalizando R$ 2.500, para destinatários desconhecidos. Suspeita comprometimento da segurança da conta e solicita orientação sobre estorno. Cliente em vulnerabilidade financeira, com necessidade urgente de recuperação dos valores para honrar compromissos mensais.",Crítico,True,False,
REC-2026-00481,SAC,Fraude/Segurança,Conta Corrente,Crítico,Crítica,"Cliente reporta transações não autorizadas via Pix (R$ 6.300 em movimentações) e tentativa de alteração de senha não autorizada, indicando acesso indevido à conta. Registrou boletim de ocorrência, bloqueou acesso e ameaça escalar para Banco Central. Requer investigação imediata, bloqueio de conta e análise de fraude.",Crítico,True,False,
REC-2026-00345,SAC,Cobrança Indevida,Conta Corrente,Crítico,Alta,Cliente contesta cobranças de tarifas em pacote de serviços contratado com isenção de taxas. Alega alteração unilateral do pacote sem consentimento e solicita reembolso das cobranças dos últimos três meses e adequação contratual.,Alto,True,False,
REC-2026-00523,Banco Central,Cancelamento,Investimentos,Negativo,Alta,Cliente solicita encerramento de produtos de investimento (CDB e fundos de renda fixa) após resgate total dos valores. Produtos continuam ativos no aplicativo apesar de promessa de cancelamento em cinco dias úteis não c******a. Requer confirmação formal de encerramento e resolução do atraso no processamento.,Crítico,True,False,
REC-2026-00604,Ouvidoria,Cobrança Indevida,Cartão de Crédito,Crítico,Alta,"Cliente contesta cobrança de anuidade de R$ 480,00 alegando que contratação previa isenção conforme e-mail de proposta. Já realizou três tentativas de resolução sem sucesso. Solicita estorno imediato e ameaça escalação legal.",Alto,True,False,
REC-2026-00310,Redes Sociais,Produto/Serviço,Investimentos,Crítico,Alta,"Cliente relata rendimento abaixo do esperado em aplicação de CDB (110% do CDI) após 3 meses. Insatisfeito com resposta anterior (documento extenso sem esclarecimento) e ameaça resgatar investimento e recorrer a órgãos reguladores, considerando a situação como propaganda enganosa.",Alto,True,False,
REC-2026-00542,Redes Sociais,Fraude/Segurança,Cartão de Crédito,Negativo,Alta,"Cliente relata transação não reconhecida de R$ 287,90 em loja online no dia 15/03. Após múltiplas tentativas de contato via telefone e app sem resposta, solicita contestação da compra suspeita e expressa preocupação com possíveis fraudes futuras.",Alto,True,False,
REC-2026-00205,Banco Central,Cobrança Indevida,Investimentos,Crítico,Crítica,"Cliente relata cobrança de taxa de administração (R$ 487,00) em conta de investimentos sem prévia autorização. Menciona múltiplas tentativas de resolução sem resposta satisfatória. Ameaça escalar para Banco Central, Procon e mídia, com documentação comprobatória disponível.",Crítico,True,False,
REC-2026-00477,Ouvidoria,Fraude/Segurança,Empréstimo,Crítico,Crítica,Tentativa de manipulação e extração de dados pessoais de clientes através de técnica de prompt injection. Requer investigação imediata de segurança e conformidade LGPD. Possível incidente de segurança da informação.,Crítico,True,False,
REC-2026-00637,SAC,Produto/Serviço,Não Identificado,Negativo,Alta,"Cliente relata que o aplicativo móvel do banco está inoperável há duas semanas, apresentando mensagem de erro genérica. Já realizou múltiplas tentativas de resolução (reinstalação, limpeza de cache, atualização de sistema) sem sucesso. Cliente depende do app para suas operações financeiras e solicita normalização do acesso.",Médio,False,False,
REC-2026-00224,Ouvidoria,Cobrança Indevida,Cartão de Crédito,Crítico,Crítica,Cliente relata cobrança indevida de anuidade após cancelamento realizado há 3 meses. Valor aproximado de R$ 500. Cliente menciona intenção de buscar direitos legais e demonstra vulnerabilidade emocional. Falta de resposta a comunicações anteriores.,Crítico,True,False,
REC-2026-00321,Banco Central,Cobrança Indevida,Não Identificado,Crítico,Crítica,"Cliente relata cobrança indevida de R$ 430 que se repete pela terceira vez, com promessa de estorno anterior não concretizada. Ameaça escalação para Procon, Banco Central e plataformas públicas de reclamação. Situação requer ação imediata.",Crítico,True,False,
REC-2026-00478,Ouvidoria,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,Cliente relata transações não autorizadas no cartão de crédito (valores de R$ 890 e R$ 1.200). Menciona contato ineficaz com atendimento e ameaça de escalação para Procon e Banco Central. Situação apresenta potencial fraude com risco regulatório.,Crítico,True,False,
REC-2026-00162,Redes Sociais,Cobrança Indevida,Conta Corrente,Negativo,Média,"Cliente relata cobrança indevida de R$ 29,90 em sua conta sem contratação de serviço adicional. Solicitação de análise e estorno do valor questionado.",Médio,False,False,
REC-2026-00230,Redes Sociais,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,"Cliente identificou transação não autorizada de R$ 2.150,00 no cartão de crédito, realizada em localidade desconhecida, com cartão físico em sua posse. Solicita análise, estorno do valor e bloqueio preventivo do cartão.",Crítico,True,False,
REC-2026-00270,SAC,Cancelamento,Empréstimo,Crítico,Crítica,Cliente solicitou cancelamento de empréstimo consignado por cinco vezes sem resposta efetiva. Relata inconsistências entre atendentes quanto ao status do pedido e informações conflitantes sobre documentação necessária. Menção explícita a medidas legais caso não haja resolução imediata.,Crítico,True,False,
REC-2026-00250,Banco Central,Produto/Serviço,Seguros,Negativo,Alta,"Cliente relata divergência entre condições oferecidas na contratação de seguro automotivo (cobertura ilimitada de guincho) e as limitações comunicadas no acionamento (um acionamento por semestre). Solicita revisão contratual e reembolso de R$ 280,00 referente a serviço particular necessário. Reclamação dirigida ao Banco Central.",Crítico,True,False,
REC-2026-00473,Ouvidoria,Cobrança Indevida,Investimentos,Negativo,Alta,"Cliente relata cobrança de taxa de administração em CDB que deveria ser isento conforme contrato. Valores de R$ 127,44 (janeiro) e R$ 131,00 (fevereiro) foram debitados sem notificação prévia. Solicita verificação e estorno dos valores ao investimento.",Alto,True,False,
REC-2026-00189,Ouvidoria,Produto/Serviço,Conta Corrente,Crítico,Crítica,"Cliente relata indisponibilidade persistente do aplicativo por 3 dias, impedindo acesso à conta e dificultando pagamento de boletos. Menciona intenção de registrar reclamação no Procon e considera trocar de banco. Requer ação imediata.",Crítico,True,False,
REC-2026-00171,SAC,Produto/Serviço,Conta Corrente,Negativo,Alta,"Cliente relata múltiplas falhas no aplicativo da conta corrente digital: travamentos, lentidão no carregamento de extratos, exibição incorreta de valores e erros recorrentes em transações PIX. Adicionalmente, identifica cobrança não autorizada de pacote de serviços. Manifesta insatisfação crítica e considera migração para outra instituição.",Alto,True,False,
REC-2026-00448,Ouvidoria,Produto/Serviço,Investimentos,Crítico,Crítica,"Cliente relata desaparecimento de aplicação em CDB no valor de R$ 42.000, não localizado em nenhum sistema ou extrato. Situação sem resolução há duas semanas com vulnerabilidade financeira extrema, pois se trata de economias destinadas à entrada de imóvel. Requer investigação imediata.",Crítico,True,False,
REC-2026-00429,Ouvidoria,Atendimento,Não Identificado,Negativo,Média,"Cliente relata dificuldades no atendimento telefônico com espera prolongada, queda de ligação e inconsistência de informações entre atendentes. Solicita padronização e retorno com esclarecimentos sobre a pendência e protocolo anterior.",Baixo,False,False,
REC-2026-00513,SAC,Cobrança Indevida,Seguros,Crítico,Alta,"Cliente relata cobrança recorrente de R$ 47,00 em seguro de vida supostamente cancelado há 2 meses, sem resolução após múltiplas tentativas de contato. Requer devolução do valor debitado e cessação das cobranças.",Alto,True,False,
REC-2026-00423,SAC,Cobrança Indevida,Não Identificado,Crítico,Crítica,"Cliente relata cobrança indevida de tarifa de R$ 49,90 em fatura de fevereiro de 2026 referente a serviço não solicitado. Protocolo registrado em 05/03/2026 sem retorno até o momento. Cliente ameaça escalar para órgãos competentes caso não haja resolução imediata.",Crítico,True,False,
REC-2026-00165,Ouvidoria,Fraude/Segurança,Cartão de Crédito,Negativo,Alta,"Cliente identificou transação não autorizada no cartão de crédito no valor de R$ 387,50 em estabelecimento de outro estado. Cartão já foi bloqueado pelo cliente e solicita abertura de contestação e procedimentos para estorno do valor.",Alto,True,False,
REC-2026-00618,SAC,Fraude/Segurança,Seguros,Crítico,Crítica,"Cliente relata acesso não autorizado à sua conta de seguro de vida, com alteração de beneficiário, redução de cobertura e troca de senha, confirmado após recuperação de acesso. Cliente em situação de vulnerabilidade emocional e financeira, já registrou boletim de ocorrência e solicita restauração imediata da apólice e investigação de segurança.",Crítico,True,False,
REC-2026-00213,Banco Central,Atendimento,Cartão de Crédito,Crítico,Crítica,Reclamação encaminhada ao Banco Central. Cliente solicita aumento de limite há dois meses sem retorno claro. Atendimentos inconsistentes forneceram informações contraditórias sobre o status. Expressa frustração com falha de gestão interna e desconfiança na instituição.,Crítico,True,False,
REC-2026-00334,Ouvidoria,Cobrança Indevida,Cartão de Crédito,Crítico,Crítica,Cliente relata cobrança indevida não resolvida há 6 meses. Apresenta vulnerabilidade emocional extrema com ameaças explícitas de violência contra agência e funcionários. Requer acionamento imediato de protocolo sensível e escalação a Compliance e áreas de segurança.,Crítico,True,False,
REC-2026-00148,Ouvidoria,Cancelamento,Cartão de Crédito,Crítico,Alta,Cliente solicita cancelamento de cartão adicional pela terceira vez sem resposta efetiva. Anuidades continuam sendo cobradas durante período de espera. Solicita estorno de cobranças indevidas dos últimos dois meses.,Alto,True,False,
REC-2026-00244,Redes Sociais,Atendimento,Conta Corrente,Negativo,Média,"Cliente relata falha no atendimento (sem resposta há 4 dias via app e chamada desconectada após 40 minutos), restrição não autorizada na conta que impede operações de PIX, além de problemas de estabilidade no aplicativo após atualização recente.",Médio,False,False,
REC-2026-00347,Banco Central,Produto/Serviço,Empréstimo,Negativo,Alta,"Cliente relata divergência significativa entre simulação e contrato de empréstimo: taxa passou de 1,89% para 2,34% ao mês e CET não corresponde ao simulado. Solicita esclarecimento sobre a variação e possibilidade de renegociação conforme termos originais. Menção ao Banco Central indica escalação obrigatória.",Crítico,True,False,
REC-2026-00568,Redes Sociais,Atendimento,Conta Corrente,Negativo,Média,"Cliente relata longo tempo de espera em agência presencial (1h40) e falta de resolutividade, sendo direcionado entre agência e central de atendimento sem solução. Solicita correção de débito automático não processado e melhoria no atendimento presencial.",Médio,False,False,
REC-2026-00424,SAC,Produto/Serviço,Investimentos,Crítico,Crítica,"Cliente relata impossibilidade de resgate de investimento em CDB há mais de três semanas, com erros recorrentes no sistema. Ameaça escalação para Banco Central e plataformas de reclamação, indicando vulnerabilidade financeira e menção explícita a órgão regulador.",Crítico,True,False,
REC-2026-00308,Redes Sociais,Cobrança Indevida,Não Identificado,Negativo,Alta,"Cliente relata débitos mensais de R$ 29,90 (total R$ 89,70 em três meses) referentes a pacote de serviços premium não contratado nem autorizado. Solicita cancelamento imediato e estorno integral dos valores, sem terem recebido comunicação prévia sobre a contratação.",Crítico,True,False,
REC-2026-00254,Redes Sociais,Cobrança Indevida,Investimentos,Crítico,Crítica,"Cliente relata cobrança indevida em conta de investimentos e expressa extrema insatisfação com atendimento, manifestando ameaça de violência física contra funcionários. Situação indica vulnerabilidade financeira extrema e risco de segurança.",Crítico,True,False,
REC-2026-00369,Banco Central,Cobrança Indevida,Não Identificado,Negativo,Crítica,"Cliente relata débitos automáticos indevidos (R$ 12,90 a R$ 29,90 mensais) por serviços não reconhecidos ou contratados, com duração de três meses. Solicita levantamento dos débitos, estorno integral e esclarecimentos. Reclamação encaminhada ao Banco Central, configurando violação regulatória que demanda resposta urgente.",Crítico,True,False,
